 1.24577384e-01 1.23480683e+00 1.51005000e-02
 1.60804519e-01 7.30950195e-01 2.01340000e-02
 2.36813220e-01 1.39771896e+00 2.01340000e-02
 3.44848293e-01 1.55645661e+00 2.51675000e-02
 6.55840714e-01 4.33064781e-01 1.51005000e-02
 7.39733676e-01 1.89655701e+00 1.51005000e-02
 7.54434754e-01 5.93839127e-01 2.01340000e-02
 1.48587506e+00 1.62281939e+00 2.01340000e-02
 1.59213352e+00 1.92931949e+00 3.02010000e-02
 1.70181972e+00 1.78624400e+00 2.01340000e-02
 1.79509150e+00 4.82282341e-01 1.51005000e-02
 1.80244365e+00 2.07900764e+00 1.51005000e-02
 1.86043690e+00 1.46393249e-01 1.51005000e-02
 1.90700061e+00 1.93507756e+00 1.51005000e-02
 2.33668280e+00 1.00682545e+00 3.02010000e-02
 2.36097629e+00 5.17418541e-01 1.51005000e-02
 2.47692716e+00 8.53185567e-01 2.51675000e-02
 2.59710264e+00 6.92180347e-01 2.01340000e-02
 2.62589350e+00 1.64961747e+00 1.51005000e-02
 2.61712082e+00 2.11532184e+00 2.01340000e-02
 2.66503655e+00 1.32791786e+00 2.01340000e-02
 2.71394534e+00 2.25385142e+00 1.51005000e-02
 3.12121711e+00 1.66069698e+00 2.51675000e-02
 3.27764819e+00 5.53173791e-01 2.01340000e-02
 3.34729584e+00 8.97133975e-01 1.51005000e-02
 3.34459145e+00 1.83729290e+00 2.01340000e-02
 3.55248393e+00 2.43454691e-01 1.51005000e-02
 3.62879284e+00 5.88613756e-01 2.01340000e-02
 3.80141070e+00 2.12554100e+00 1.51005000e-02
 4.04342776e+00 1.52825227e+00 1.51005000e-02
 4.04877441e+00 1.06349850e+00 2.01340000e-02
 4.38648922e+00 2.00994566e+00 2.01340000e-02
 4.53259469e+00 6.10836128e-01 1.51005000e-02
 4.62508468e+00 4.54668742e-01 2.51675000e-02
 4.68340553e+00 9.26415126e-01 2.01340000e-02
 4.70056991e+00 2.01191310e+00 1.51005000e-02
 4.76630281e+00 1.24900550e+00 1.51005000e-02
 4.83387379e+00 1.86321491e+00 1.51005000e-02
 5.08732527e+00 1.73603505e+00 2.01340000e-02
 5.19139597e+00 1.57887125e+00 1.51005000e-02
 5.18652873e+00 4.22641784e-01 2.01340000e-02
 5.42244835e+00 1.76471776e+00 2.01340000e-02
 5.51795553e+00 1.62548960e+00 1.51005000e-02
 5.75669467e+00 1.85399014e+00 2.01340000e-02
 5.83475739e+00 2.17355969e+00 3.02010000e-02
 5.85365962e+00 1.69675400e+00 1.51005000e-02
 5.86936533e+00 3.52512495e-01 2.51675000e-02
 5.95448926e+00 2.32348647e+00 2.01340000e-02
 6.26662333e+00 2.32233064e+00 1.51005000e-02
 6.54769587e+00 1.37533297e+00 1.51005000e-02
 6.55140072e+00 2.54379642e-01 1.51005000e-02
 6.56582249e+00 2.34618672e+00 1.51005000e-02
 6.70513041e+00 8.60876047e-01 1.51005000e-02
 6.76359486e+00 2.22350826e+00 2.01340000e-02
 6.78322745e+00 1.48787464e+00 1.51005000e-02
 7.41201616e+00 2.05436519e-01 2.51675000e-02
 7.43254022e+00 8.29270265e-01 2.51675000e-02
 7.67064962e+00 6.68283653e-01 2.01340000e-02
 7.80019895e+00 8.11280027e-01 2.51675000e-02
 7.83334005e+00 1.13508043e+00 1.51005000e-02
 7.83239088e+00 1.77739670e+00 2.01340000e-02
 7.91176171e+00 9.66495134e-01 2.01340000e-02
 8.24540962e+00 3.10591151e-01 1.51005000e-02
 8.26212375e+00 1.26912037e+00 1.51005000e-02
 8.34822893e+00 1.35933143e-01 1.51005000e-02
 3.96017390e-01 9.08213782e-01 3.52345000e-02
 4.03714518e-01 5.62134641e-01 2.51675000e-02
 4.38527443e-01 2.34534380e+00 4.02680000e-02
 5.23235753e-01 7.55574802e-01 3.52345000e-02
 6.28947094e-01 2.02664542e+00 3.02010000e-02
 8.92552141e-01 7.81372531e-01 4.02680000e-02
 1.10549589e+00 6.08175125e-01 3.52345000e-02
 1.13272673e+00 9.42642112e-01 3.52345000e-02
 1.51593323e+00 1.68842337e-01 3.02010000e-02
 3.17358438e+00 2.13406846e-01 3.02010000e-02
 3.20704066e+00 1.05646759e+00 3.52345000e-02
 3.81535063e+00 1.38507853e+00 3.02010000e-02
